Ticker,Date,Close,RSI
PLTR,2024-12-03,70.95999908447266,77.1230148195602
COIN,2024-12-03,309.3500061035156,59.641626487308486
RBLX,2024-12-03,53.529998779296875,65.45528736324346
U,2024-12-03,24.450000762939453,65.65370938699974
NET,2024-12-03,104.91000366210938,65.92339630450124
SQ,2024-12-03,93.19999694824219,68.33529170552976

